Id,SalePrice
1461,114774.2887504182
1462,148012.84913972655
1463,168521.98892416287
1464,188143.63641300495
1465,207190.64609669088
1466,188065.850676969
1467,159342.49965554161
1468,179298.97307165747
1469,187233.1532037661
1470,105159.54123980078
1471,193159.0254947226
1472,137804.4714636819
1473,127360.94284502212
1474,164476.35903370974
1475,148885.25772631532
1476,356171.4111527655
1477,241426.50333567377
1478,281640.4578066823
1479,262015.2461565201
1480,395090.8861092385
1481,300611.22005234216
1482,224851.79558155924
1483,175129.10061850923
1484,185362.92589135782
1485,199220.3385978017
1486,225602.06522865957
1487,320312.0357435759
1488,242200.92626055205
1489,192183.73894427292
1490,184086.64053643198
1491,219892.39896127602
1492,103016.68651751717
1493,166054.21894015186
1494,301137.69260075444
1495,287434.9947818742
1496,207245.11078613668
1497,221497.86313568687
1498,187566.98844474799
1499,187566.98844474799
1500,169870.9950708827
1501,183564.870568803
1502,179280.3385788541
1503,231952.71249471928
1504,259648.5342810895
1505,206036.97992547558
1506,181825.82510725083
1507,251583.9270491421
1508,193311.65040576702
1509,173083.48811676743
1510,131294.4084065902
1511,130252.48224015083
1512,145090.91522853315
1513,176530.69815323898
1514,153668.4912151072
1515,191053.90466693274
1516,154994.47659858296
1517,142109.69637249652
1518,145093.49212317556
1519,205925.57832520464
1520,124126.21409170926
1521,126864.90903166433
1522,162043.411846907
1523,117034.69989463149
1524,117756.59053873114
1525,115307.00193808555
1526,117212.5604595212
1527,90953.9819722089
1528,137656.98589734605
1529,125964.50530898018
1530,154198.799146647
1531,113931.72607069601
1532,100339.92548355559
1533,132255.35848699632
1534,134015.7198185343
1535,141353.41780527792
1536,111676.34483284075
1537,69257.53866834383
1538,164027.22296632637
1539,201754.496691045
1540,152881.8792237935
1541,136450.7254094961
1542,141347.41933754281
1543,188349.79274197764
1544,85817.54866979796
1545,129069.40467692356
1546,132440.92426770832
1547,129958.17805187912
1548,147124.01606013352
1549,110216.6731849245
1550,128069.31393459125
1551,119142.7506123221
1552,125300.82352760826
1553,135772.34948631577
1554,128786.41662010924
1555,149245.04804081985
1556,109670.66881995626
1557,115404.90897586483
1558,120323.11883350488
1559,118482.88822234859
1560,125227.59740587133
1561,144563.82079589364
1562,116706.51416962396
1563,116418.91713263288
1564,143980.70692290377
1565,142127.97452285825
1566,187641.97234636333
1567,86171.37350660616
1568,199433.4462333074
1569,107422.21137513728
1570,131635.33925276657
1571,121162.10634510659
1572,123132.90870413219
1573,212493.38228369353
1574,133362.78618855856
1575,191210.73185945855
1576,197890.62560856144
1577,193147.39822354433
1578,124929.44249532795
1579,133410.8378822636
1580,216861.14238450813
1581,127212.4572885662
1582,118607.1040353252
1583,274571.15658569563
1584,249610.0003632752
1585,147436.82330280117
1586,78732.80028990937
1587,115689.54660468594
1588,130608.40742991272
1589,105464.07001613466
1590,145192.28743650822
1591,103451.76780161414
1592,115322.93329222563
1593,117300.70449979843
1594,191921.20995785506
1595,134453.87143692016
1596,206339.56660389542
1597,171905.15109898767
1598,211569.29585253043
1599,188212.9771853926
1600,198732.67743678912
1601,66804.43481163777
1602,119893.06265718496
1603,82445.3271279581
1604,245628.06844695486
1605,263921.74082866736
1606,156141.52572127135
1607,202645.44671692525
1608,200171.86265977702
1609,191917.62565861546
1610,163289.56822866687
1611,132278.7252568031
1612,161328.58440367412
1613,153787.44081760137
1614,121916.31526419557
1615,113094.65083739792
1616,113094.65083739792
1617,113915.53941175886
1618,118097.13451651116
1619,122035.73425306013
1620,213116.85788559215
1621,145823.04690812287
1622,144583.03828454827
1623,250145.80614239155
1624,197548.1655819979
1625,125866.41749332205
1626,162638.46311293714
1627,187724.45932781577
1628,305168.9026746494
1629,211340.57202439298
1630,332710.7095287941
1631,226767.45980733447
1632,245122.4240941144
1633,195485.49621289314
1634,190240.83548166932
1635,179874.1105670058
1636,160086.0201634064
1637,174234.06657268933
1638,229193.446606358
1639,179126.70049568344
1640,286463.7185152101
1641,181374.53619676508
1642,236858.87386838123
1643,261997.6620906783
1644,258202.4407799538
1645,155204.08134037122
1646,145673.97922546868
1647,168484.63132950416
1648,130829.27238490456
1649,125521.34875094207
1650,104505.86823310063
1651,104884.45655623908
1652,138804.71273000256
1653,138303.68786201873
1654,170417.73865467997
1655,160619.76690386955
1656,165670.1943737261
1657,171654.69864724204
1658,166270.35760443765
1659,149424.61556569932
1660,126297.9935090975
1661,411540.42727703665
1662,402918.31653997
1663,318309.26395150967
1664,446367.4067483606
1665,288485.00364783796
1666,257476.95374695983
1667,336106.7433503474
1668,289185.3904680833
1669,266772.6883481997
1670,295770.73207086744
1671,226900.0603090404
1672,363068.6506347829
1673,317791.4421539546
1674,244006.35014613904
1675,177203.9581422828
1676,174040.50010271295
1677,200280.151630596
1678,414572.41616735596
1679,296519.62433002307
1680,303660.93483249564
1681,261817.67790745106
1682,249497.61509711607
1683,200644.37634902273
1684,205702.95579154548
1685,185494.92944525852
1686,189555.2141640935
1687,199220.3385978017
1688,217694.44238414438
1689,214996.48433745952
1690,206568.59258331006
1691,196312.98045924638
1692,276055.2479033812
1693,199220.3385978017
1694,183692.09218412818
1695,199483.18938321064
1696,270768.3264790717
1697,199483.18938321064
1698,347222.78807334177
1699,273721.32382743544
1700,244655.32043356152
1701,289176.6308135831
1702,253560.7171410074
1703,250244.82409954444
1704,253171.135190737
1705,229733.26518854647
1706,370549.7286757546
1707,206510.9066532521
1708,204092.89991258134
1709,267646.3757769531
1710,231010.11077634827
1711,260516.37348475822
1712,266160.81243075506
1713,221718.7608180858
1714,211199.41328492024
1715,218643.76977595134
1716,190798.8456076204
1717,185106.2572108357
1718,164745.71777501376
1719,231861.23409974982
1720,234486.8582409442
1721,182061.54012759874
1722,144600.8783714166
1723,144078.93200770882
1724,207514.86381076087
1725,250785.36476161232
1726,192319.269721651
1727,166343.23328287547
1728,203518.03959845824
1729,167862.44632432895
1730,194811.85202802578
1731,118591.18484895439
1732,113509.02221183806
1733,113509.02221183806
1734,121557.44076679873
1735,116249.91126391645
1736,115830.2988695601
1737,255829.5135937568
1738,216888.7527909493
1739,350515.82136655477
1740,203492.39608158878
1741,172917.704060795
1742,183564.870568803
1743,201009.26343454834
1744,226515.14931034602
1745,208101.83103913633
1746,298286.86206982227
1747,227236.42957024995
1748,240805.0900421787
1749,137595.36460861037
1750,148106.51530579143
1751,247991.84709813294
1752,115998.69470471649
1753,148035.5394954107
1754,226764.61821795665
1755,154654.04005849487
1756,101847.28871085518
1757,112691.06302180023
1758,118480.31851120565
1759,150370.32128244685
1760,132611.12893041986
1761,133085.8839703473
1762,179175.73101339262
1763,162993.58062074537
1764,114828.6727692415
1765,173338.19730701754
1766,156194.5439317577
1767,165450.7530853799
1768,122829.47539438879
1769,167287.68353209106
1770,131998.30039193502
1771,125322.30621813728
1772,132903.962378031
1773,111610.16093144288
1774,158878.20916479066
1775,132999.1819554606
1776,119298.80927608487
1777,104525.32978268925
1778,116418.11197339512
1779,124314.15370228379
1780,171556.24381894647
1781,122547.59021779874
1782,86983.98833203108
1783,124135.89106663885
1784,86205.82256601406
1785,107322.1097081835
1786,144673.28941115033
1787,158216.53447327335
1788,67937.74337267263
1789,97259.88253932833
1790,66461.20053678291
1791,234619.4098988279
1792,153399.6354437484
1793,138342.3211528538
1794,129846.85745446805
1795,136467.5620580189
1796,138728.70313328787
1797,134353.41755299538
1798,119384.43679943748
1799,104963.3299209843
1800,125858.13421864242
1801,119117.78302463477
1802,151205.87691494453
1803,178436.6278200311
1804,123968.77566886558
1805,136592.06665287935
1806,138532.23101359603
1807,153971.75385610276
1808,110010.40843533997
1809,116199.43801330552
1810,133318.04158028247
1811,116557.48390854498
1812,115517.15106185005
1813,128103.69920265702
1814,87129.76433263616
1815,68244.38254211529
1816,96498.61640264608
1817,105220.58148467276
1818,151779.99966424078
1819,125817.97833247535
1820,82735.50660334704
1821,135937.53503527032
1822,132985.13506310538
1823,70648.81509266235
1824,135154.1584719274
1825,133412.80872239836
1826,109331.97839581447
1827,104280.30433831863
1828,133945.81221084695
1829,107099.27554912992
1830,147507.8427182354
